person_id	display_name	wikidata_qid	born	died	confidence	same_surname_warning	note
morphy	Morphy, Paul	Q105589	1837	1884	high		Wikidata Q105589 'Paul Morphy', US chess player 1837-1884 (enwiki 'Paul Morphy', 64 sitelinks), the unrivalled Morphy of the Ruy Lopez Morphy Defence and French Morphy Gambit.
morrison	Morrison, John				not-found	John Morrison (Q487308), Canadian chess master 1889-1975, is a real player who is NOT this row — he never played a world championship match against Lasker; Robert (Q27528639), William (Q27528642) and Graham Morrison (Q71299980) are further chess Morrisons.	This is a corrupt PGN header, not a person. All 10 catalogue games are 'World Championship 10th', 1910, versus Emanuel Lasker at Vienna and Berlin — that match was Lasker–Schlechter (10 games, Vienna/Berlin, Jan-Feb 1910), and Schlechter appears nowhere in the corpus. The same file shows the parallel corruption 'Forgacs, Leo' standing in for Janowski in the 11-game 'World Championship 11th' 1910. No QID can be assigned without either fabricating an identity or silently rewriting the row as Schlechter, which is a data-repair decision for the maintainer, not an identity resolution.
muzychuk	Muzychuk, Mariya	Q439881	1992		high	Her elder sister Anna Muzychuk (Q241258, born 1990) is also a leading Ukrainian grandmaster; this row is Mariya, born 1992, the 2015-16 women's world champion.	en.wikipedia 'Mariya Muzychuk' carries wikibase_item Q439881, Ukrainian chess player born 1992; no openings were supplied, so the identification rests on the full name plus the birth year distinguishing her from her sister.
nadanian	Nadanian, Ashot	Q719163	1972		high		Wikidata Q719163, Armenian grandmaster and opening theoretician (born 1972), is the originator of the Na4 line in the Gruenfeld Exchange that bears his name; sole chess Nadanian on Wikidata.
najdorf	Najdorf, Miguel	Q310532	1910	1997	high		Wikidata Q310532 'Miguel Najdorf', Polish-Argentine chess player (1910-1997), occupation chess player; sole eponym of the Sicilian Najdorf.
nepomniachtchi	Nepomniachtchi, Ian	Q521817	1990		high		enwiki 'Ian Nepomniachtchi' maps to Q521817 (Russian GM b. 1990), the only Nepomniachtchi chess player on Wikidata, matching the row's 2021 Carlsen and 2023 Ding title matches.
neumann	Neumann, Gustav	Q62176	1838	1881	high	Wikidata carries nine or more other Gustav Neumann items (Holocaust-victim records, e.g. Q105566792, Q105470086); only Q62176 is the chess master.	Wikidata Q62176 'Gustav Neumann', Prussian chess player 1838-1881, the only chess Gustav Neumann and the Neumann named in Wikipedia's list of openings named after people.
nimzowitsch	Nimzowitsch, Aron	Q295114	1886	1935	high		enwiki 'Aron Nimzowitsch' maps to Q295114 (Latvian-born Danish chess player and theoretician, 1886-1935), and Wikipedia's List of chess openings named after people credits the Nimzo-Indian to Aron Nimzowitsch.
opocensky	Opočenský, Karel	Q1389121	1892	1975	high		Wikidata Q1389121 'Karel Opočenský', Czech chess master 1892-1975, en.wikipedia article; the Trompowsky is also known as the Opočenský Opening and 6.Be2 in the Najdorf is the Opočenský Variation. Two other Wikidata items share the name (Q64447624 a Czech evangelical priest 1811-1900, Q95395082 a landscape architect b. 1960) but neither is a chess figure.
owen	Owen, John	Q1386704	1827	1901	high	'John Owen' is a heavily shared name (Welsh epigrammatist Q1230607, American politician Q883201, etc.); within chess, Michael Owen (Q109423199, b. 2002) also shares the surname. This is the Reverend John Owen of Liverpool.	Wikidata Q1386704 'John Owen', English cleric and chess player (1827-1901), enwiki 'John Owen (chess player)', eponym of Owen's Defence 1.e4 b6.
panov	Panov, Vasily	Q2032954	1906	1973	high		"Wikidata ""Panov-Botvinnik Attack"" (Q2869895) has named-after (P138) = Q2032954 plus Q178865 (Botvinnik), matching the Caro-Kann line exactly."
parham	Parham, Bernard				not-found	Wikidata has 50+ humans surnamed Parham (musicians, basketball players, botanists, researchers) and none is this chess player, so any Q-number carrying the surname Parham would be a false match. The opening item Q1671558 'Wayward Queen Attack' carries 'Parham Attack' as an alias but has no named-after (P138) claim to borrow.	"No Wikidata item exists. Verified by three independent passes: wbsearchentities on 'Bernard Parham', 'Bernard Parham chess', 'Parham Attack' and 'Parham Matrix System' returned no person; CirrusSearch fulltext for ""Bernard Parham"" returned zero hits; and enumerating all 50 Wikidata humans with family name Parham (P734=Q37458081) produced no Bernard. He is real and correctly named - enwiki 'Danvers Opening' lists 'Parham Attack' as an alias of 1.e4 e5 2.Qh5 and the eponym list says 'named after Bernard Parham', citing The Chess Drum's 'Bernard Parham: Creator of the Matrix System' - but he has no enwiki article and no Wikidata entity. Returning null rather than a guess."
paulsen	Paulsen, Louis	Q60377	1833	1891	high	His brother Wilfried Paulsen (Q75290, 1828-1901) was also a notable German chess player, and Dirk Paulsen (Q42380970) is a modern German chess player.	Wikidata Q60377 'Louis Paulsen', German chess player (1833-1891), enwiki 'Louis Paulsen' — eponym of the Petrov Paulsen Attack and the Sicilian Paulsen.
petrosian	Petrosian, Tigran	Q180636	1929	1984	high	Shared surname: Tigran L. Petrosian (Q528959), Armenian GM born 1984, is a different player. This row is Tigran Vartanovich Petrosian, the World Champion. Also unrelated: Q4361652, a Russian crime boss of the same name.	Wikidata Q180636 'Tigran Petrosian', Soviet Armenian Grandmaster and World Chess Champion (1929-1984); the input's 'V' (Vartanovich) correctly picked out the 9th World Champion, whose KID and QID systems these are, and is dropped because plain 'Tigran Petrosian' is the standard English form for him.
petrov	Petrov, Alexander	Q550980	1794	1867	high	Several chess Petrovs: Vladimirs Petrovs (Q740571, Latvian, 1908-1943), Marian Petrov (Q3657819, Bulgarian GM b. 1975), Dmitry Petrov (Q4360762, Soviet, 1909-1987). The eponym is the 19th-century Russian.	Wikidata Q550980, enwiki 'Alexander Petrov (chess player)' = Alexander Dmitrievich Petrov, which states he analysed with Jaenisch the opening later called Petrov's Defence; caution, Wikidata's P569 statement says 1799-02-02 sourced only to a Wikipedia import while the item description and enwiki both give 1794, so I report the standard 1794.
philidor	Philidor, François-André	Q203229	1726	1795	high	The Danican Philidor musical dynasty shares the surname (his father André Danican Philidor among them), and Q124786266 is a different François André Danican Philidor, a 19th-century French official; only Q203229 is a chess player.	Wikidata Q203229 (human, chess player and composer); enwiki's openings-named-after-people list names him as eponym of both the Philidor Defence 1.e4 e5 2.Nf3 d6 and the Philidor Countergambit 3.d4 f5. Wikidata's full label is 'François-André Danican Philidor'; the shorter conventional form is kept. Born/died taken from the normal-rank claims (the 1727 and 30 Aug variants are deprecated).
pirc	Pirc, Vasja	Q277836	1907	1980	high		Sole Wikidata match Q277836, 'Slovenian chess player (1907-1980)', GM and IM titles, enwiki 'Vasja Pirc', the eponym of the Pirc Defence.
polerio	Polerio, Giulio Cesare	Q555315	1548	1612	high		"Wikidata Q555315 ""Giulio Cesare Polerio"", Italian chess player; the Polerio Variation item Q2101209 carries P138 (named after) → Q555315, matching the Kieseritzky Gambit ...Be7 line. Both dates are year-precision with an explicit circa qualifier (c. 1548 – c. 1612). Forename expanded to the full ""Giulio Cesare"" that Wikidata uses."
polgar	Polgar, Susan	Q12823	1969		high	Her sisters Judit Polgar (Q183250) and Sofia Polgar (Q155388) are both notable chess players, as is their father Laszlo; Q12823 is specifically Susan.	Wikidata Q12823, eldest of the Polgar sisters and women's world champion 1996-1999 (born 1969), matches the English Wikipedia title 'Susan Polgar'; Hungarian label is Polgar Zsuzsa.
pollock	Pollock, William	Q8010308	1859	1896	high		Wikidata Q8010308 'William H.K. Pollock', British chess player (1859-1896), enwiki sitelink 'William H. K. Pollock'; ECO C60 names 3...Na5 the 'Ruy Lopez, Pollock defence' after him. Full name William Henry Krause Pollock.
polugaevsky	Polugaevsky, Lev	Q434000	1934	1995	high		Sole Wikidata match Q434000, 'chess player (1934-1995)', Soviet GM, the Polugaevsky of the Sicilian Najdorf Polugaevsky Variation he authored.
ponomariov	Ponomariov, Ruslan	Q207723	1983		high		Wikidata Q207723 'Ruslan Ponomariov', Ukrainian GM b. 1983, FIDE ID 14103320, enwiki 'Ruslan Ponomariov'; no openings were supplied on the input row, and no other notable chess Ponomariov exists.
ponziani	Ponziani, Domenico	Q715023	1719	1796	high		Wikidata Q715023 'Domenico Lorenzo Ponziani', Italian chess player, priest and theoretician (1719-1796), eponym of the Ponziani Opening; full name carries the middle name Lorenzo, left out of display_name as it is not the forename.
popov	Popov, Georgi Alexandrov	Q65695255			medium	Popov is among the most crowded chess surnames on Wikidata — Valery (Q517854), Ivan (Q3429656), Nikolay (Q4372576), Petar Popović (Q1376916) and a dozen more; this row is specifically the Bulgarian correspondence player, not any of the OTB players.	Wikidata Q65695255 'Georgi Alexandrov Popov', described as a correspondence chess player, country for sport Bulgaria, sport chess, ICCF ID 50014 — an exact three-part name match to Wikipedia's 'named after Bulgarian correspondence player Georgi Alexandrov Popov' for 3...a5 in the Ruy López. Medium rather than high because the item is a dates-less ICCF-derived stub with no sitelinks, so it cannot be cross-checked against birth/death years the way the rest of this batch was, and the eponym claim itself rests on Wikipedia (red link, no article).
quinteros	Quinteros, Miguel	Q653351	1947		high		Wikidata Q653351 'Miguel Quinteros', Argentine GM b. 1947, FIDE ID 100021, enwiki 'Miguel Quinteros' — eponym of the Sicilian Quinteros Variation.
rauzer	Rauzer, Vsevolod	Q1975121	1908	1941	high		Wikidata Q1975121 (human, chess player); enwiki states the Richter-Rauzer Variation of the Sicilian was named in honour of him and the German master Kurt Richter.
reti	Réti, Richard	Q312985	1889	1929	high	Only one notable chess Réti; his brother Rudolph Réti was a musicologist, not a chess figure.	Wikidata Q312985 'Richard Réti', Czechoslovak chess player, chess theoretician and study composer (1889-1929), eponym of the Réti Opening 1.Nf3.
rice	Rice, Isaac	Q473770	1850	1915	high		Wikipedia's Rice Gambit article says the line 'was heavily promoted by wealthy German-born, American businessman Isaac Rice', linking to 'Isaac Rice (businessman)', which carries wikibase_item Q473770, described on Wikidata as lawyer, inventor, capitalist and chess writer 1850-1915.
richter	Richter, Kurt	Q65956	1900	1969	high	Emil Richter (Q5371420), Czech chess player 1894-1971, is a separate chess eponym; Wikidata also lists chess players Michael, Christian, Wolfgang and Julia Richter, plus at least seven non-chess Kurt Richters (Q1522081 intelligence officer, Q16569609 scenographer, Q131442881 actor, and others).	Wikidata Q65956, German chess player 1900-1969, named in OCN's eponym evidence file as the Richter of both the Richter-Rauzer Attack and the Richter-Veresov Attack.
riumin	Riumin, Nikolai	Q2262497	1908	1942	high		Wikidata Q2262497 'Nikolai Riumin', Russian/Soviet chess player 1908-1942, enwiki 'Nikolai Riumin'; the sole notable chess Riumin, matching the Queen's Indian Riumin Variation. Also transliterated Ryumin, but Wikidata and enwiki both use Riumin.
robatsch	Robatsch, Karl	Q614941	1929	2000	high		Wikidata Q614941 'Karl Robatsch', Austrian chess player and botanist (1929-2000); en.wikipedia Karl Robatsch confirms he revived and popularised 1...g6, which became the Robatsch/Modern Defence.
romanishin	Romanishin, Oleg	Q1346918	1952		high		Sole Wikidata match Q1346918, 'Ukrainian chess player' born 1952, GM and FIDE Senior Trainer, alias Oleg Mikhailovich Romanishin; dropped the 'M' initial to match Wikidata's common English form, and no opening was supplied so this rests on the name plus occupation.
rossolimo	Rossolimo, Nicolas	Q932226	1910	1975	high		Wikidata Q932226 'Nicolas Rossolimo', instance-of human, occupation chess player, 1910-1975; enwiki lead confirms Russian-born Paris/US champion, and the enwiki eponym list credits him with the Rossolimo Variation of the Sicilian (1.e4 c5 2.Nf3 Nc6 3.Bb5), matching the listed opening.
ruan	Ruan, Lufei	Q385149	1987		high		Wikidata Q385149 'Ruan Lufei', human, Chinese chess player born 2 October 1987, WGM, FIDE ID 8602727, zhwiki 阮露斐. Chinese name order already correct in the input (family name Ruan, given name Lufei). No openings listed for this row.
rubinstein	Rubinstein, Akiba	Q318597	1880	1961	high		Wikidata Q318597 'Akiba Rubinstein', Russian-Polish chess player (1880-1961), confirmed as the Wikidata item linked from the en.wikipedia Akiba Rubinstein article, the eponym of the Rubinstein French and Four Knights Rubinstein.
rubtsova	Rubtsova, Olga	Q254159	1909	1994	high	Tatyana Rubtsova (Q529790), Russian chess player born 1962, shares the surname; Alexander Rubtsov (Q122955247) shares the masculine form.	Wikidata Q254159, Russian women's world champion 1909-1994, chessgames id 72239; independently matches the resolution already recorded at docs/evidence/people/wikidata-resolution.tsv.
salvio	Salvio, Alessandro	Q434318	1570	1640	high		Wikidata Q434318 'Alessandro Salvio', Italian chess player c.1570-c.1640, enwiki 'Alessandro Salvio'; the catalogue's Double Muzio Gambit Main Line row already credits 'Alessandro Salvio (first to publish)' from the Oxford Companion. Both dates are approximate in the sources.
samisch	Sämisch, Friedrich	Q60860	1896	1975	high		Wikidata Q60860 'Friedrich Sämisch', German chess player (1896-1975), GM 1950, the only chess Sämisch and the eponym of the King's Indian and Nimzo-Indian Sämisch systems.
santasiere	Santasiere, Anthony	Q573978	1904	1977	high		"Wikidata Q573978 ""Anthony Santasiere"", American chess player and writer, 1904-12-09 to 1977-01-13; the English Wikipedia article says Santasiere's Folly (1.Nf3 d5 2.b4) was originated and developed by him, which is the 1.b4-with-Nf3 line the catalogue files under Polish Opening, Zukertort System."
sarratt	Sarratt, Jacob	Q1378138	1772	1819	high		"English Wikipedia's Muzio Gambit article traces the opening's name to ""the early 19th-century English chess writer Jacob Sarratt"", the only chess Sarratt on Wikidata (Q1378138, occupation chess player, enwiki ""Jacob Sarratt""); full form Jacob Henry Sarratt."
schallopp	Schallopp, Emil	Q62455	1843	1919	high		Wikidata Q62455 'Emil Schallopp', German chess player and chess writer (1843-1919), eponym of the King's Gambit Accepted Schallopp Defence.
schlechter	Schlechter, Carl	Q320017	1874	1918	high		Wikidata Q320017 'Carl Schlechter', Austro-Hungarian chess player 1874-1918, enwiki 'Carl Schlechter'; he is the only notable chess Schlechter, so the From's Gambit Schlechter Gambit (1.f4 e5 2.fxe5 Nc6) is unambiguous.
segura	López de Segura, Ruy	Q297457	1530	1580	high	"""López"" alone never identifies him — Juan Manuel Bellón López (Bellón Gambit) is in this same batch, and the surname is generic in Spanish chess. Note also that the display name I return keeps the accent (""López de Segura"") to match Wikidata's label and the accented convention already used in this input (""López, Juan"", ""Szén"", ""Hromádka""); the task text spelled it unaccented as ""Lopez de Segura, Ruy"", so override if the catalogue wants ASCII."	"Wikidata Q297457 ""Ruy López de Segura"", Spanish priest and chess player; the Ruy Lopez item Q1290671 carries P138 (named after) → Q297457; both dates are year-precision with a circa qualifier (c. 1530 – c. 1580)."
shabalov	Shabalov, Alexander	Q722108	1967		high		Wikidata Q722108, Latvian-born American grandmaster (born 1967), is the Shabalov of the Shirov-Shabalov Gambit in the Semi-Slav Anti-Meran; sole chess Shabalov on Wikidata.
shirov	Shirov, Alexei	Q214713	1972		high		Wikidata Q214713 'Alexei Shirov', Latvian-Spanish GM b. 1972, FIDE ID 2209390 — the Shirov-Shabalov Attack in the Anti-Meran is named jointly for him and Alexander Shabalov.
short	Short, Nigel	Q313778	1965		high	Philip Short (Q2854985), Irish chess player (1960-2018), shares the surname; and a same-named British conductor Nigel Short (Q17059055) exists who is not a chess player.	Input 'Nigel D' truncated the middle name; Wikidata Q313778 'Nigel Short' (alias Nigel David Short), English GM b. 1965, FIDE ID 400025, popularised the Caro-Kann Advance 4.Nf3 e6 5.Be2 Short Variation.
smith	Smith, Ken	Q16014510	1930	1999	high	Wikidata holds many Ken Smiths (poet Q6388513, several footballers); the chess one is disambiguated on enwiki as 'Ken Smith (chess player)'.	Wikidata Q16014510 'Ken Smith', American chess and poker player 1930-1999 (enwiki 'Ken Smith (chess player)'), the Texas master Wikipedia's list of openings named after people credits for the Smith-Morra.
smyslov	Smyslov, Vasily	Q104148	1921	2010	high		Wikidata Q104148 'Vasily Smyslov', Soviet chess grandmaster and 7th World Champion (1921-2010); forename corrected from the input's erroneous 'Vladimir' to Vasily, the player who gave his name to the Ruy Lopez Smyslov Defence and the Gruenfeld ...Bg4 line.
snyder	Snyder, Robert	Q7347659	1954		high		Wikidata Q7347659 'Robert Michael Snyder', American chess player born 1954 (enwiki 'Robert Michael Snyder'), author of 'Sicilian 2 b3' (1983); the listed B20 line 1.e4 c5 2.b3 carries both the Czerniak Attack and Snyder Variation names, and he is the only chess Robert Snyder on Wikidata.
sokolsky	Sokolsky, Alexey	Q1388100	1908	1969	high		Wikidata Q1388100 (human, chess player, Soviet Union); enwiki states 1.b4 became known as the Sokolsky Opening, also called the Polish Opening, and that he wrote a book on it.
soldatenkov	Soldatenkov, Vassily	Q109323731	1879	1944	high		Wikidata Q109323731 'Vassily Soldatenkov', Russian chess player and racing driver 1879-1944, enwiki 'Vassily Soldatenkov'; Edward Winter's chesshistory.com piece on Soldatenkov states his name became attached to 1.e4 e5 2.f4 Bc5 3.Nf3 d6 4.fxe5, the 'Soldatenkov Attack/Variation', via the Marco and Schlechter Carlsbad 1907 tournament book, which is exactly the move list on catalogue row C.KGm.Dec.Cls.fxe5. Forename respelled from Vasily to Vassily to match Wikidata and enwiki, the commonest English form for him.
soultanbeieff	Soultanbeieff, Victor	Q7926356	1895	1972	high		en.wikipedia 'Victor Soultanbeieff' carries wikibase_item Q7926356, and Wikipedia's list attributes the Slav line 1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 5.a4 e6 to him.
spassky	Spassky, Boris	Q177310	1937	2025	high	Georgy Spassky (Q71291438) is also a Wikidata chess player, and two further same-name items exist: a Soviet physicist called Boris Spassky (Q21148694) and Boris Spassky Jr (Q140077276), his son.	Wikidata Q177310 (human, chess player, tenth world champion, 1937-2025); no openings were supplied. The input forename 'Boris Vasily' mangled his patronymic (Vasilievich, per Wikidata alias 'Boris Vasilievich Spassky'), so the display name reverts to Wikidata's label form.
spielmann	Spielmann, Rudolf	Q93575	1883	1942	high		Wikidata Q93575 'Rudolf Spielmann', Austrian chess player (1883-1942), enwiki sitelink 'Rudolf Spielmann'; ECO B10 names the line 'Caro-Kann, Goldman (Spielmann) variation', confirming him as the eponym. Spelling corrected from 'Rudolph'.
stamma	Stamma, Philipp	Q453641	1705	1755	high		Sole Wikidata match Q453641, 'Syrian chess master', occupations chess player, chess composer and author, dates 1705-1755 (both approximate), the Stamma of the King's Gambit Stamma Gambit.
staunton	Staunton, Howard	Q311631	1810	1874	high		Wikidata Q311631 'Howard Staunton', English chess master and Shakespearean scholar (1810-1874), eponym of the Staunton Gambit against the Dutch.
steinitz	Steinitz, Wilhelm	Q102648	1836	1900	high		Wikidata Q102648 'Wilhelm Steinitz', Austrian-American chess player and theoretician (1836-1900), first world champion, eponym of both the French Steinitz and the Ruy López Steinitz Defence.
sveshnikov	Sveshnikov, Evgeny	Q675955	1950	2021	high	Vladimir Sveshnikov (Q24027558), Latvian player born 1986, is Evgeny's son; the Sicilian Sveshnikov is the father's, not his.	Wikidata Q675955, Latvian-Russian GM 1950-2021 (FIDE 4100638), the theoretician who rehabilitated and gave his name to the Sicilian Sveshnikov.
szen	Szén, József	Q695893	1805	1857	high		"Wikidata Q695893 ""József Szén"", Hungarian chess player (1805–1857), leader of the Budapest team in the 1842–46 correspondence match against Paris; ECO B44 ""Sicilian, Szén variation"" (and its Szén hedgehog and Dely-Kasparov sub-lines) is attributed to him in the standard opening databases, and he is the only notable chess figure of that surname."
taimanov	Taimanov, Mark	Q348037	1926	2016	high		"Wikidata item ""Sicilian Defence, Taimanov Variation"" (Q3483039) carries named-after (P138) = Q348037, Soviet chess player Mark Taimanov, occupation chess player (Q10873124), enwiki ""Mark Taimanov""."
tal	Tal, Mikhail	Q102664	1936	1992	high		Wikidata Q102664, Soviet-Latvian world champion 1936-1992, matching both the Caro-Kann Advance Tal Variation and the catalogue's world-championship game rows.
tan	Tan, Zhongyi	Q7682163	1991		high	Tan is a common chess surname: Tan Lian Ann (Q7682088), Tan Chengxuan (Q7682032), Hiong Liong Tan (Q2227116), Justin Tan (Q27533018/Q106232451) among others.	Wikidata Q7682163 'Tan Zhongyi', Chinese GM b. 1991, FIDE ID 8603642, Women's World Champion 2017-18; Tan is the family name, Zhongyi the given name, so the input order was already correct.
tarrasch	Tarrasch, Siegbert	Q76558	1862	1934	high		Wikidata Q76558 is the German chess player/theoretician (1862-1934) after whom the Tarrasch Defence and Semi-Tarrasch are named; sole chess player with this surname on Wikidata.
timman	Timman, Jan	Q139438	1951	2026	high		Wikidata Q139438 'Jan Timman', Dutch grandmaster (1951-2026), full name Jan Hendrik Timman, death on 18 February 2026 corroborated by the en.wikipedia article that links to the same Q-number; the input's 'Jan H' is a database-style abbreviation, corrected to the Wikidata label form.
tiviakov	Tiviakov, Sergei	Q710938	1973		high		"Q710938 is the Russian-born Dutch grandmaster Sergei Tiviakov, enwiki ""Sergei Tiviakov"", sole match under both Tiviakov and Tivyakov spellings."
topalov	Topalov, Veselin	Q172798	1975		high	Aleksandar Topalov (Q108488306), a Serbian chess player b. 1977, shares the surname; nationality and FIDE ID distinguish the Bulgarian ex-world-champion.	Wikidata Q172798 'Veselin Topalov', Bulgarian chess grandmaster b. 1975, FIDE ID 2900084, enwiki 'Veselin Topalov'.
torre	Torre, Carlos	Q544520	1904	1978	high	Eugenio Torre (Q1373353), Filipino GM b. 1951, and Vittorio Torre (Q1643573), Italian player 1850-1921, are other notable chess Torres.	enwiki 'Carlos Torre Repetto' maps to Q544520 (Mexican GM), the eponym Wikipedia's openings list names for the Torre Attack; born-year taken from the preferred-rank P569 claim of 1904 (a normal-rank 1905 claim also exists), and the Wikidata full form is 'Carlos Torre Repetto' if you prefer the double surname.
traxler	Traxler, Karel	Q700827	1866	1936	high		Wikidata Q700827 'Karel Traxler', Czech chess player, composer and Catholic priest (1866-1936), eponym of the Traxler Counterattack in the Two Knights Defence.
trompowsky	Trompowsky, Octavio	Q1333231	1897	1984	high		en.wikipedia 'Octávio Trompowsky' carries wikibase_item Q1333231, described as Brazilian chess player 1897-1984, the champion the Trompowsky Attack is named for; display name kept in Wikidata's English label form (the Portuguese spelling takes an acute, Octávio).
ufimtsev	Ufimtsev, Anatoly	Q338811	1914	2000	high		Wikidata Q338811 'Anatoly Ufimtsev', human, Kazakhstani economist and chess player 1914-2000, enwiki sitelink 'Anatoly Ufimtsev (chess player)'; enwiki eponym list credits him with the Ufimtsev Defence (1.e4 d6 2.d4 Nf6 3.Nc3 g6), the Pirc line listed here.
urusov	Urusov, Sergey	Q1428416	1827	1897	high	His brother Dmitry Urusov (Q4477389, 1829-1903) was also a strong chess player, and at least four unrelated non-chess Sergey Urusovs hold Wikidata items (Q3479756, Q4477401, Q124459937 among them); only Q1428416 is the chess player born 1827.	"English Wikipedia's Bishop's Opening article states ""The Urusov Gambit is named after Russian Prince Sergey Semyonovich Urusov (1827-1897)"", whose item is Q1428416 (enwiki ""Sergey Urusov (chess player)"")."
veresov	Veresov, Gavriil	Q2708388	1912	1979	high		Wikidata Q2708388 'Gavriil Veresov', human, Soviet/Belarusian chess player and IM 1912-1979; enwiki eponym list credits him (with Kurt Richter) for the Richter-Veresov Attack 1.d4 d5 2.Nc3 Nf6 3.Bg5, the queen's-pawn Veresov setup listed.
villemson	Villemson, Martin	Q20528953	1897	1933	high		Wikidata Q20528953 'Martin Villemson', Estonian chess player and sports journalist (1897-1933) of Pärnu; sources on the KGA Villemson Gambit 3.d4 name exactly this Pärnu editor of Eesti Maleilm who mentored Keres.
vinogradov	Vinogradov, Paul				not-found	Several unrelated chess Vinogradovs exist on Wikidata, and the far bigger trap is the homonymous legal historian Sir Paul Vinogradoff (Q1976412), whom Wikipedia already mislinks here.	No verifiable chess player of this name exists. DO NOT USE Q1976412 — Wikipedia's 'List of chess openings named after people' blue-links 'Paul Vinogradov' to Sir Paul Vinogradoff (Q1976412), the Russian-British legal historian 1854-1925 whose article never mentions chess; that link is spurious and the list's only citation is a 365chess games page, which identifies no person. Wikidata's chess players surnamed Vinogradov (Q27533912 Alexander b.1956, Q27533913 Anatoly b.1998, Q71304964 Dmitrij b.1963) include no Paul and none plausible as the eponym of a C60 line.
wade	Wade, Robert	Q722263	1921	2008	high		Wikipedia's list gives the Wade Defence as 1.d4 d6 2.Nf3 Bg4 named after Robert Wade — identical moves to OCN row A.OID.Wad — and 'Robert Wade (chess player)' carries wikibase_item Q722263 (alias Robert Graham Wade).
ware	Ware, Preston	Q7242011	1821	1890	high	Distinct from Preston Ware Orem (Q7242013), an American composer 1865-1938 whose full name collides on a prefix search.	Wikidata Q7242011 'Preston Ware', American chess player 1821-1890 (enwiki 'Preston Ware'), named by Wikipedia's list of openings named after people as the Ware Opening eponym, which also carries the Ware Defence.
winawer	Winawer, Szymon	Q376206	1838	1919	high		Wikidata Q376206 'Szymon Winawer', Polish chess player (1838-1919), enwiki sitelink 'Szymon Winawer'; forename corrected from the anglicised 'Simon' used in older chess literature to the Wikidata/Wikipedia form.
worrall	Worrall, Thomas Herbert				not-found	Do not substitute Robert B. Wormald (Q16597044, 1834-1876), a different person. The attached row C.RyL.Mor.Wor is canonically the Wormald Attack (C77, 5.Qe2), yet OCN's evidence file credits it to Thomas Herbert Worrall of the Worrall Attack (C86, 6.Qe2), and the catalogue separately carries C86 rows named 'Worrall Attack'. The catalogue conflates the two eponyms and this needs a human decision.	No Wikidata item exists: SPARQL on his chessgames.com id 39970 (P1665) returns nothing, SPARQL for humans with occupation chess player labelled 'Worrall' returns no rows, and English Wikipedia has no article; the only 'Thomas Worrall' item (Q75545278, 1782-1866) carries no occupation and dates inconsistent with the player who faced Morphy in 1857, so it must not be used.
xie	Xie, Jun	Q255142	1970		high	"Not a chess collision, but ""Xie Jun"" is heavily homonymous on Wikidata — a Chinese swimmer (Q8044370), a biotechnologist (Q110148908) and at least four Ming/Yuan dynasty figures share the exact label. Only Q255142 is the chess player; a label match without the 1970 birth year or the chess occupation will pick the wrong one."	"Wikidata Q255142 ""Xie Jun"", Chinese chess player, born 1970-10-30; English Wikipedia confirms two reigns as Women's World Champion (1991–1996, 1999–2001), the 1996 loss to Susan Polgar and the 1999 win over Alisa Galliamova — both matches present on this person id in catalog/ocn-1.wch.tsv. Display name unchanged: Xie is the family name, Jun the given name, so ""Xie, Jun"" is already correct for a Surname, Forename column."
zaitsev-alexander	Zaitsev, Alexander	Q1339147	1935	1971	high	High-collision surname. Igor Zaitsev (b. 1938, Karpov's second) owns the Ruy Lopez Zaitsev Variation, not this Grünfeld gambit. Wikidata also holds Q27534513 'Aleksandr Zaytsev', a different living chess player (b. 1985, FIDE 4164490, zero sitelinks) whose English aliases include the exact string 'Alexander Zaitsev', plus non-chess homonyms Q1339147-adjacent: Q614069 astronomer, figure skater, musician, cyclist.	Wikidata Q1339147 'Alexander Zaitsev', human, Russian/Soviet chess grandmaster 1935-1971, enwiki sitelink 'Alexander Zaitsev (chess player)'. Raw wikitext of enwiki 'List of chess openings named after people' assigns the two Zaitsev openings separately: 'Zaitsev Gambit of the Grünfeld Defence - 1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.h4 - named after Alexander Zaitsev' versus 'Zaitsev Variation of the Ruy Lopez ... named after Igor Zaitsev', confirming the listed Grünfeld gambit is Alexander's.
zaitsev-igor	Zaitsev, Igor	Q1657668	1938		high	Alexander Zaitsev (Q1339147), Soviet GM 1935-1971, is a different chess Zaitsev with his own enwiki article 'Alexander Zaitsev (chess player)'; a further 'Aleksandr Zaytsev' chess item exists at Q27534513.	Wikidata Q1657668 'Igor Zaitsev', Russian GM b. 1938, FIDE ID 4103017, enwiki 'Igor Zaitsev' — eponym of the Ruy Lopez Zaitsev Variation (9...Bb7).
zilbermints	Zilbermints, Lev				not-found		"No Wikidata person item exists. Searching ""Zilbermints"" returns only Q3171706 ""Zilbermintsgambiet"" — verified as instance of (P31) chess opening Q208544, with a single Dutch Wikipedia sitelink (Zilbermintzgambiet), no named-after (P138) statement and no linked person — plus the mineral zilbermintsite-(La) Q123906137. Deliberately returning null: attaching the opening's QID to the person would be exactly the silent corruption the rule forbids."
